Unnamed: 0,place,info,문의 및 안내,홈페이지,주소,이용시간,휴일,주차,화장실,입장료,접근로,review,주차 요금,이용요금,체험,출입통로,장애인 주차 안내,엘리베이터,수유실,판매 품목,이용가능시설,주차요금,지정현황,체험가능 연령,유모차,휠체어,지체장애 기타 상세,입점브랜드,규모,대중 교통,주요시설,할인 정보,수용인원,오디오 가이드,시각장애 기타상세,관람석,점자 홍보물,보조견 동반,보유장비,안내 요원,시설이용료,부대시설,점자 블록,이용 시기,강습안내,청각 장애 기타상세,코스안내,영유아가족 기타상세,유아용보조의자,개장기간,대여안내,유도안내 설비,예약안내 홈페이지,객실,자막 비디오 가이드,수화 안내,매표소,입실시간,퇴실시간,객실내 취사 여부,식음료장,객실수,영업시간,대표메뉴,취급메뉴,큰활자 홍보물,홍보물,예약안내,객실유형,바비큐장여부,세미나실 여부,좌석수,사우나실 여부,캠프파이어 여부,스포츠 시설 여부,자전거 대여 여부,공용 PC실 여부,휘트니스 센터 여부,노래방 여부,청각장애용 객실,뷰티시설여부,공용 샤워실 여부,청각장애 기타상세,보조견동반
5568,리비에르,"리비에르는 순천 옥리단길 부근에 있는 예쁜 브런치 카페다. 깊은 바다를 연상시키는 파란색과 하얀색이 어우러져 마치 그리스에 온 듯한 이국적인 분위기다. 잘 관리된 마당에는 테이블과 파라솔이 마련되어 있고 근처에 계곡이 있어 시원한 물소리를 들으며 휴식을 즐길 수 있다. 내부는 넓은 편이며 테이블과의 간격이 넓어 쾌적하다. 주문은 자리에 비치된 테이블 PC를 통해 비대면으로 주문하며, 서빙은 로봇이 한다. 메뉴는 샐러드와 샌드위치, 파스타와 피자, 덮밥 등 다양한 브런치 메뉴가 있다. 듬뿍 들어간 치즈와 약간의 매콤한 맛이 느끼하지 않은 에그인 헬과 새우, 삼겹살, 구운 고구마 등 양이 푸짐한 샐러드가 인기가 좋다. 이 외에도 크림 브륄레 라테와 인연 라테 등의 커피류와 홍차류, 수제 차, 에이드 등 다양한 음료 메뉴가 있다.
※ 반려동물 동반불가",,https://www.instagram.com/sc.riviere,전라남도 순천시 서문교길 10 브런치마켓 1층,,연중무휴,없음 (주변 골목주차 가능),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"매일 10:00 ~ 20:30
19:00 라스트오더",콥 샐러드,"명란아보카도덮밥, 퀴노아닭다리살",,,,,,,,,,,,,,,,,,,
5569,정가네갓갈치조림게장,"정가네 갓갈치조림게장은 여수 돌산공원에서 도보로 10분 거리에 있는 갈치 요리 전문점이다. 여수의 주요 관광지들과 접근성이 좋으며, 여수의 특산품인 갓과 게장, 싱싱한 갈치를 맛볼 수 있어 관광객에게 인기가 많다. 대표적인 메뉴는 갓 갈치조림 정식으로 갈치 조림과 간장게장, 양념게장, 방풍 김이 포함된 정식이다. 특히 여수 방풍 김은 식당에서 직접 개발한 제품으로, 이곳에서만 맛볼 수 있다. 김에 방풍나물 분말을 첨가해 짜지 않고 바삭바삭한 것이 특징이다. 따로 포장 판매도 하고 있어 식사 후에 제품을 구입해 가는 사람들도 많다. 또한, 갈치 조림에는 여수 특산물인 ‘갓’이 들어가 있는데, 큼직한 갈치 토막과 매콤한 양념, 갓이 어우러진 맛이 일품이다. 주변에는 여수 해상 케이블카와 낭만포차 거리, 여수 아쿠아리움 등이 가까워 함께 여행하는 것을 추천한다.
※ 반려동물 동반 불가",,,전라남도 여수시 진두해안길 68 1층,,연중무휴,있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"- 평일 10:00~20:00
- 주말 09:00~20:00",정가네 갓 갈치조림,"정가네 갈치구이, 정가네 게장백반정식, 서대회무침",,,,,,,,,,,,,,,,,,,
5570,앤드로이,"돌산대교를 건너 돌산 근린공원을 지나면, 화이트 톤의 3층 가정집 스타일의 건물을 찾을 수 있다. 그곳이 바로 브런치가 맛있는 분위기 좋은 반려견 동반 카페, 앤드로이다. 1층을 브런치 카페로 운영하고 있는데 예쁜 마당과 아기자기한 인테리어로 많은 이들의 사랑을 받고 있다. 내부는 화이트와 원목으로 깔끔하게 꾸며진 모습이며, 군데군데 노란색으로 포인트를 주어 귀여운 분위기를 자아낸다. 메뉴는 토스트와 파니니, 파스타, 리소토, 피자 등 가볍게 식사할 수 있는 메뉴들이 있고, 음료 역시 다양하다. 커피와 크림 커피, 카페인이 들어가 있지 않은 라테류, 아이스티, 에이드 그리고 맥주도 판매한다. 앤드로이는 반려견과 동반할 수 있으나 목줄 착용이 필수이며, 수컷의 경우 매너 벨트를 착용해야 한다.
※ 반려동물 동반 가능",,https://blog.naver.com/androy2,전라남도 여수시 강남10길 45 1F,,매주 화요일,"가능
요금 (무료)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"일요일~월요일 09:30~17:00 (라스트오더 16:00)
수요일~토요일 09:30~18:00 (라스트오더 17:00)",불고기로제파스타,바닐라프렌치토스트 / 불고기로제리조또 / 크림리조또 / 햄치즈파니니세트 등,,,,,,,,,,,,,,,,,,,
5571,커피천사,"신안 지도읍에 위치한 커피천사는 카페에서 바라보는 바닷가 뷰가 아름다운 카페이다. 해 질 녘이 특히 아름다우며 넓은 테라스가 있다. 카페가 위치한 지도읍은 육지와 다리로 연결돼 있어서 드라이브 코스로 접근성이 좋다. 인근에 신안 젓갈타운, 거북섬 생태 탐방로 같은 명소들이 있어 여행 코스로 들르기에도 좋다.
커피천사에서는 커피만 마시는 게 아니라 다양한 문화생활을 즐길 수 있다. 카페에서는 매주 음악 공연, 영화 상연, 전시 등 문화 예술이 펼쳐진다. 매장 내부에서는 신안 바다가 가까이 보이며 다양한 음료와 와인, 위스키도 즐길 수 있고 매월 마지막 주에는 섬에서 나오는 귀한 식재료를 이용한 음식과 음악을 즐길 수 있는 디너콘서트도 있어 해 질 녘의 바다 뷰와 함께 신안의 진미와 아름다운 음악을 즐길 수 있는 특별한 경험을 선사한다.",,,전라남도 신안군 지도읍 해제지도로 1283-24,,매주 일요일,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,월요일~토요일 11:00~17:00,아메리카노,카페라떼 / 국화차 / 레몬차 / 딸기라떼 / 요거트 스무디 등,,,,,,,,,,,,,,,,,,,
5572,나래밥상,"나래밥상은 30년 전통의 여수 나래식품에서 직영으로 운영하는 식당이다. 여수 10대 진미인 간장게장과 양념게장 그리고 생선구이를 시작으로 서대회무침, 멍게비빔밥 등 다양한 메뉴를 판매하고 있다. 계절 메뉴로는 싱싱한 제철 생굴을 제공하며, 아침에 방문하면 황태해장국을 맛볼 수 있다. 매장은 매우 큰 규모에 깔끔하게 운영되고 있으며, 주차장도 넓어서 단체 식사를 하기에도 좋은 곳이다. 대표적인 메뉴는 간장 꽃게장이다. 큼직하고 속이 꽉 찬 꽃게에 고추 등을 올려 눈과 입이 모두 즐거운 한 상이 나온다. 포장, 택배도 가능하며, 식사 메뉴 이외에도 밑반찬, 지역 특산물 또한 구매할 수 있다. 무슬목 유원지와 여수 예술랜드가 근처에 있어 식사 후 함께 여행해 보는 것을 추천한다.",,https://blog.naver.com/naraefood8666,전라남도 여수시 돌산로 2940,,매주 수요일,가능(무료),,,,여수 간장 게장 유명해서 갔더니 너무 맛있어서 무조건 가야하는 곳이에요. 게장 좋아하는 분 꼭 강추합니다 괜찮아요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"주중 09:00~17:00
- 라스트오더 16:00
주말 09:00~19:00
- 라스트오더 18:00
※ 브레이크타임 없이 운영",간장돌게장 정식,"간장꽃게장 정식, 양념꽃게장, 생선구이",,,,,,,,,,,,,,,,,,,
5573,청수당여수,"청수당여수는 여수시 고소동 벽화마을에 있는 일본풍의 고즈넉한 카페다. 카페로 들어가는 입구에는 우거진 대나무와 나무 조명으로 장식이 되어 있고, 작은 연못이 있어 감성적인 분위기를 자아낸다. 건물은 4층 규모로, 1층은 주문하는 곳으로 운영하며 2층에는 베이커리와 테라스가 있는 좌식 공간, 3층은 테라스가 있는 테이블 공간, 4층 루프탑으로 이루어져 있다. 층마다 인테리어는 조금씩 다르지만, 모두 자연을 느낄 수 있는 돌과 식물을 이용해 휴식이라는 통일된 주제를 가지고 있다. 메뉴는 폭신한 식감의 여러 가지 맛 카스텔라가 대표적인 디저트이며, 커피와 과일 차, 말차 등의 메뉴가 있다. 쑥우유와 쑥 크림 우유, 쑥 밀크티 메뉴도 있다. 주변에는 이순신 광장과 여수 해양공원 등이 있어 함께 여행하기 좋다.
※ 반려동물 동반 불가",,https://www.instagram.com/cheongsudang_yeosu,전라남도 여수시 고소3길 49,,연중무휴,없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11:30 ~ 21:00
라스트오더 20:00",오리지널 수플레 카스테라 / 딸기 프로마주 케이크 / 홍차 크림 우유,딸기 수플레 카스테라 / 홍차우유 / 말차 크림 우유 / 쑥 수플레 카스테라 등,,,,,,,,,,,,,,,,,,,
5574,어장군횟집 새조개 하모샤브샤브,"돌산도에 있는 어장군 횟집은 여수의 제철 해산물을 맛볼 수 있는 대형 생선회 전문점이다. 주방장이 유명 호텔의 셰프 출신이어서 반찬들이 모두 퀄리티가 좋으며, 신선한 회와 해물로 현지인들에게도 인기가 좋은 곳이다. 여수 종화동에 있던 매장이 돌산읍으로 확장 이전하면서 관광객들의 발길도 많아졌다. 매장은 크고 넓으며, 개별 방도 있어 단체 모임이나 회식을 하기에도 적합하다. 또한, 개방형 주방 형태로 되어 있어 신선한 회를 해체하거나 조리하는 모습을 직접 볼 수 있다. 메뉴는 활어회와 장어구이가 나오는 2종 세트와 활어회, 계절 메뉴, 장어구이가 나오는 3종 세트가 대표적이다. 계절에 따라 여름과 가을에는 여수의 대표 메뉴인 하모 샤부샤부를, 겨울에는 탱글탱글한 새조개 샤부샤부를 판매한다. 주변에는 여수 해상케이블카와 돌산공원이 가까워 함께 여행하는 것을 추천한다.
※ 반려동물 동반 불가",,https://blog.naver.com/a6669898,전라남도 여수시 돌산로 3562,,매주 화요일 정기 휴무,있음 / 주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00 ~ 22:00 (브레이크 타임 15:00 ~ 16:30),활어회,"하모 샤부샤부, 새조개 샤부샤부",,,,,,,,,,,,,,,,,,,
5576,엑스포해물예찬,"엑스포 해물예찬은 여수 돌산대교를 지나 돌산 나루터 근처에 있는 해물 요리 전문점이다. 40년 가까이 여수에서 수산물을 취급한 가게 주인의 안목으로 품질 좋고 신선한 해산물을 공급받아 해물 삼합과 해물전골, 해물 샤부샤부 등의 다양한 메뉴들을 제공하고 있다. 가장 대표적인 메뉴는 해물 삼합으로, 여수돌문어, 오징어, 가리비, 전복, 관자 등 귀한 재료가 아낌없이 들어간다. 또한, 여수에서 맛볼 수 있는 갯장어(하모) 샤부샤부와 커다랗고 씹는 맛이 좋은 새조개 샤부샤부 등의 메뉴도 인기가 좋다. 밑반찬 역시 여수 갓김치와 돌게장, 낙지 호롱이, 피조개 무침 등이 나와 여수의 풍성한 한상차림을 만나볼 수 있다. 근처에는 돌산대교 유람선과 돌산 공원이 있어 여수 여행을 계획하고 있다면 함께 들러보는 것을 추천한다.
※ 반려동물 동반 불가",,https://blog.naver.com/expo0258,전라남도 여수시 진두해안길 68 2층 204호,,연중무휴,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09:30 ~ 21:30
※ 평일 손님이 적을 경우 마감 시간이 앞당겨 질 수 있음",해물삼합,"해물전골(해물탕), 새조개샤브샤브, 하모샤브샤브",,,,,,,,,,,,,,,,,,,
5577,세아네과일&카페,"세아네 과일 & 카페는 여수 돌산도에 있는 생과일주스와 빙수 전문점이다. 과일 가게와 카페를 함께 운영하는 것이 특징으로, 순천 도매시장에서 직접 경매를 통해 과일을 가져와 종류도 많고 신선도가 높다. 덕분에 많은 종류의 싱싱한 과일들을 즉석에서 갈아 과일 본연의 맛을 가장 잘 맛볼 수 있다. 세아네 카페에서 가장 유명한 메뉴는 생과일 빙수다. 사계절 판매하는 이 메뉴는 직접 방문 예약을 통해서만 만날 수 있다. 미리 가게에서 시간대를 예약하고, 해당 시간에 방문하면 먹을 수 있는 시스템이다. 생과일 빙수에는 과일 종류로만 20가지 넘게 들어가며, 높게 쌓아 올린 과일 안에는 달콤한 우유 빙수와 팥이 있다. 주변에는 몽돌 해변과 해양 수산 과학관이 있어서 연계하여 여행하기에 좋다.
※ 반려동물 동반 불가",,,전라남도 여수시 강남9길 46,,연중무휴,없음,,,,여수 갔다 소문듣고 찾아갔는데 과일빙수는 예약해야 해서 기다렸다 먹었어요~~^^ 과일도 여러종류로 너무 팒이 들어있고 양도 푸짐했어요~~^^ 맛도 있어서 둘이 거의다 먹었어요~~^^ 여수 가시면 한번 들리시는 것도 좋아요~~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10:00 ~ 19:00, 일 10:00~17:00",생과일 빙수,생과일 주스,,,,,,,,,,,,,,,,,,,
5578,늘푸른식당 게장백반,"늘푸른식당 게장백반은 봉산 게장거리에 있으며, 여수 엑스포역에서는 차로 10분 거리에 있는 생선구이와 게장 정식 전문점이다. 여수 토박이 음식점 경력 12년 차인 사장님이 운영하며, 매장에서 나오는 모든 반찬을 직접 만들어 특유의 손맛을 느낄 수 있는 곳이기도 하다. 푸짐한 양과 맛 덕분에 현지인들도 즐겨 찾는다. 메뉴는 생선구이 정식과 갈치조림 정식이 대표적이다. 두 메뉴 모두 간장게장과 양념 돌게장이 포함되어 나온다. 전라도의 푸짐한 인심만큼 밑반찬도 매우 풍성하며, 생선구이 주문 시에는 먹갈치, 참조기, 전복, 고등어 등 다양한 생선이 제공된다. 함께 나오는 돌게장은 살이 꽉 차 있고, 집게발도 먹기 좋게 잘려져 있다. 구수한 누룽지로 입가심하면 배부른 한 끼 식사가 완성된다. 주변에는 여수 해상케이블카와 이순신광장 등이 있어 함께 여행해 보는 것을 추천한다.
※반려동물 동반 가능",,https://blog.naver.com/kmjmj4276,전라남도 여수시 봉산남8길 14,,연중무휴,불가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:00~21:00 (20:00 라스트오더),꽃게장 정식,생선구이 정식 / 갈치조림 정식 / 돌게장 정식 등,,,,,,,,,,,,,,,,,,,
5579,진번칼국수,"전남 신안군 안좌도에는 온통 보라색으로 물들인 이색적인 관광지가 있다. 바로 퍼플섬이다. 보라색 옷과 소품을 챙겨가면 입장료를 면제받을 수 있을 정도로 독특한 콘셉트를 자랑하는 이곳에 보라색 메뉴들을 선보이는 식당이 있다. 퍼플교 입구 가까이에 보라색 건물, 바로 진번 칼국수다. 이곳은 팥칼국수부터 제육볶음, 탕탕이까지 다양한 종류의 특산 메뉴를 취급한다. 그중에서 대표 메뉴는 전복 칼국수다. 커다란 냄비에 전복이 통째로 들어가 있어 보기만 해도 군침이 도는 비주얼을 자랑한다. 비트를 사용해서 만든 보라색 칼국수 면이 이곳만의 특징이다. 깊은 맛을 내는 육수에 들어있는 풍성한 야채와 시원한 국물이 일품이다. 이외에도 담백하고 걸쭉한 팥 고유의 맛이 잘 느껴지는 팥 칼국수도 인기가 좋다.",,,전라남도 신안군 소곡두리길 319,,연중무휴,있음(무료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,매일 10:00 ~ 19:00 (재료 소진시 조기 마감),전복칼국수,"팥칼국수, 제육볶음",,,,,,,,,,,,,,,,,,,
5580,다담골숯불갈비 여수점,"다담골숯불갈비 여수점은 여수의 신도시인 웅천에 자리한 곳으로, 매장이 넓고 쾌적해 관광객은 물론 현지인들도 단체 식사로 즐겨 찾는 갈비 전문점이다. 황칠 돼지갈비와 목살구이가 가장 인기가 좋으며, 이외에도 지리산 흑돼지 마늘 오겹살과 소 생갈비 구이도 인기 메뉴다. 고기 메뉴를 시키면 소 내장탕과 달걀찜을 포함해 총 10가지 이상의 밑반찬이 나오며, 모두 맛이 좋아 만족도가 높은 편이다. 푸짐한 한 상 차림과 훌륭한 맛뿐만 아니라 여수 바다가 한눈에 보이는 오션뷰 전망도 이 집만의 매력이다. 식당 바로 앞에는 웅천친수공원과 여수 장도 근린공원이 있어 바다와 공원을 두루 감상할 수 있다.",,,전라남도 여수시 예울마루로 37-53,,연중무휴,있음/주차요금 없음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:00~22:00,황칠돼지갈비목살,마늘돼지갈비,,,,,,,,,,,,,,,,,,,
5581,여수돌게빵,"여수 돌게빵은 게장으로 유명한 봉산 게장 거리에 있는 수제빵 전문점으로 여수에 가면 꼭 맛봐야 할 재미있는 간식거리다. 여수의 특산품인 돌게를 한 입 크기의 사이즈로 만들고 그 안에 팥 또는 슈크림을 넣어 달콤하게 만들었다. 귀여운 모양 덕분에 인스타그램에서는 돌게빵 인증 열풍이 불기도 했을 정도다. 매장을 방문하지 않아도 전국으로 택배 배송이 가능하고, 매장을 방문했다면 선물용 포장도 할 수 있어 여수 기념 선물로 구매하기에도 좋다. 만약 5봉지 이상 단체 주문 시에는 예약하는 것을 추천한다. 매장은 작은 편이며, 매장 안쪽에 두 테이블 정도 앉아서 커피를 마실 수 있는 공간이 마련되어 있다. 이곳에서 판매하는 음료는 30가지가 넘을 정도로 다양하다. 아메리카노를 비롯해 라테류와 과일 맛 우유, 스무디, 프라페 등 취향대로 고르면 된다.
※ 반려동물 동반 가능",,,전라남도 여수시 봉산남4길 23-25,,연중무휴,"가능
요금 (무료)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00~21:00 (라스트오더 20:30),여수 수제 돌게빵,돌게스크림 / 아메리카노 / 수제식혜 등,,,,,,,,,,,,,,,,,,,
5582,당머리첫집 하모샤브샤브,"당머리첫집 하모샤브샤브는 여수의 참장어거리 입구에 있으며, 20년 전통의 갯장어(하모)와 새조개 샤부샤부 전문점이다. 붕장어와 갯장어, 새조개 등 다양한 보양식을 즐길 수 있어 현지인들에게 맛집으로 통하는 곳이다. 외관은 오랜 세월이 느껴지지만, 내부는 깔끔하며 바다가 한눈에 보여 전망이 좋다. 하모는 참장어를 말하는데, 여름에는 참장어를 샤부샤부로 먹고, 겨울에는 참장어 대신 새조개와 붕장어가 나온다. 샤부샤부를 주문하면, 부추와 팽이버섯과 대추가 들어가 팔팔 끓인 국물이 준비된다. 국물의 깊은 맛이 우러나기 시작하면, 참장어를 넣고 10초 정도 기다린다. 참장어가 동그랗게 말리면서 살짝 떠오를 때 건져내어 쌈장 또는 비법 간장 소스를 곁들이고, 깻잎이나 생양파에 올려 먹으면 된다. 근처에는 이순신광장과 여수 해상 케이블카가 있어 식사 후 함께 연계하여 여행하는 것을 추천한다.",,,전라남도 여수시 남산남1길 34,,연중무휴,있음/주차요금 없음,,,,여수에서 맛볼 수있는 하모샤브사브 정말 맛있어요 또 먹고싶어지네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:00~22:00,여수하모샤부샤부,여수새조개샤부샤부,,,,,,,,,,,,,,,,,,,
5583,갈치조림기똥차게맛있는집,"‘갈치 조림 기똥차게 맛있는 집’은 여수의 향일암으로 향하는 길에 있는 50년 전통의 갈치조림 전문점이다. 식당 이름에서 맛에 대한 자부심을 알 수 있듯 신선한 갈치로 만든 갈치 조림을 메인으로 오랜 시간 같은 곳에서 현지인들은 물론 관광객들에게 꾸준한 사랑을 받아왔다. 매일 싱싱한 재료로 모든 밑반찬을 직접 만들며, 특히 직접 담근 간장게장을 무한 리필로 즐길 수 있다. 매장은 넓고 깨끗하며, 방도 있어 단체석 이용도 가능하다. 대형버스도 주차할 수 있을 정도로 주차장이 넓어 단체 여행객들이 들리기에도 좋은 곳이다. 또한, 반려견 동반 룸이 따로 있어 반려견과 함께 편하게 식사할 수도 있다. 근처에는 아쿠아플라넷과 여수 예술 랜드가 있어 연계 여행도 수월하다.
※ 반려동물 동반가능",,https://www.instagram.com/yeosu_jmtgalchi,전라남도 여수시 향일암로 379-2,,연중무휴,있음(무료),,,,향일암 가는 길에 지나가면서 있길래 봐뒀다가 나오는 길에 먹었는데 진짜 맛있었어요! 반찬으로 나온 갓볶음까지 완벽했던 집이예요~ 추천합니다!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,매일 08:00 ~ 19:00,갈치조림(공기밥 포함),간장게장,,,,,,,,,,,,,,,,,,,
5584,돌문어상회,"돌문어 상회는 여수 낭만포차 거리에 있는 해물 삼합의 원조 식당으로, 인기가 좋아 4호점과 별관까지 운영하는 유명 맛집이다. 낭만 포차 거리 주차장을 무료로 이용할 수 있으며, 거리가 혼잡하니 주차 후 걸어서 이동하는 것을 추천한다. 이곳의 대표 메뉴는 단연 돌문어 삼합이다. 돌판에 문어와 전복, 버섯, 단호박, 부추, 양파 등을 넣고 볶아 삼합처럼 즐기는 메뉴다. 먼저 삼겹살과 해산물, 갓김치를 구워 먹기 좋은 크기로 잘라 준 후 불판 가운데 버터를 넣고 모두 섞는다. 문어가 너무 빨갛게 익으면 질겨지니 먼저 먹는 방법을 추천한다. 다 먹었으면 고기와 야채를 조금 남긴 상태에서 밥을 볶아 먹으면 된다. 집에서도 간단하게 조리해 먹을 수 있는 돌문어 삼합 밀키트도 판매하고 있으니 매장 방문이나 포장이 어렵다면 이용해 보는 것도 좋다.",,"http://smartstore.naver.com/stone_octopus
https://www.instagram.com/dolmuneo/",전라남도 여수시 하멜로 78,,연중무휴,"있음(유료) / 10분당 200원, 최대 5,000원",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"월~금요일 15:30~23:00
- 라스트오더 22:00
토 12:00~03:00
- 라스트오더 02:00
일 12:00~23:00
- 라스트오더 22:00",돌문어삼합,"돌문어라면, 해물라면 등",,,,,,,,,,,,,,,,,,,
5585,거북이식당,"거북이식당은 여수 국동항 근처에 있는 게장 전문점이다. 멀리에서도 눈에 띄는 꽃게 모양 간판이 있어 찾기에 수월하다. 전용 주차장이 있으나 5대 규모로 협소해 주변에 있는 공영 주차장을 이용하는 것이 좋다. 대표 메뉴는 꽃게장 정식이다. 간장 꽃게와 양념 꽃게, 돌게장, 생선구이까지 포함되어 있어 여러 가지 메뉴를 함께 맛볼 수 있다. 돌게장만 맛보고 싶다면 게장 백반을, 생선구이와 돌게장을 맛보고 싶다면 생선구이 정식을 주문하면 된다. 이곳만의 특제 소스로 담근 간장게장과 양념게장은 비리지 않고 깔끔하며, 살이 꽉 차 있어 고소한 맛을 자랑한다. 포장과 택배도 가능하다. 근처에 이순신 광장과 여수 해상 케이블카가 있어 연계 여행하기에 좋다.
※ 반려동물 동반불가",,,전라남도 여수시 국포1로 26,,연중무휴,있음(무료),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,매일 09:00 ~ 21:00,게장백반정식,꽃게장정식,,,,,,,,,,,,,,,,,,,
5586,오차현,"창고 건물을 리모델링해 감각적인 인테리어와 맛있게 추출한 커피와 디저트들을 제공하는 오차현. 카페 이름인 오차현은 장흥의 옛 지명에서 따온 이름이다. 개성 있는 음료 메뉴와 맛있는 커피, 디저트 덕분에 지역주민은 물론 관광객들도 많이 찾는 핫플이다. SYNESO MVP HYDRA 머신을 사용하여 안정적이고 탄탄한 에스프레소 기반의 음료를 제공하고 있으며 스페셜티 커피의 매력을 알리는 동시에 카페와 접목할 수 있는 다양한 활동들을 통해 장흥 지역의 새로운 카페 문화를 만들어 나가고 있는 카페이다.
컨테이너를 이어 붙인 듯한 외관은 독특하고 긴 복도처럼 보이는 실내 분위기가 아늑하면서도 세련되었다. 한 공간에 여러 가지 콘셉트를 조화롭게 섞어 놓았다. 인근에는 장흥 토요시장도 있어 시장 구경 후 방문하기도 좋다.",,https://www.instagram.com/ochahyeon_cafe,전라남도 장흥군 장흥읍 동교1길 2,,매주 월요일,가능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"화요일~토요일 11:00~22:00
일요일 13:00~20:00",오차현레드,오차현블랙 / 아메리카노 / 카페라테 / 더치라테 / 레몬에이드 등,,,,,,,,,,,,,,,,,,,
5587,내조국국밥 본점,"내조국 국밥은 '내가 조선의 국밥이다’라는 문장의 줄임말로, 여수 본점을 시작으로 전국에 여러 가맹점을 낸 국밥 맛집이다. 시원한 해장국과 순대, 수육 등을 판매하며 해장과 술안주로 좋은 메뉴들로 구성되어 있다. 대표 메뉴는 머릿고기와 순대, 선지, 곱창이 모두 들어간 모둠 국밥이다. 돼지 뼈를 24시간 삶아서 느끼함 없이 담백하고 진한 국물 맛이 일품이다. 재료도 아낌없이 들어가 있으며, 부추와 파, 깍두기와 김치를 곁들여 먹으면 든든한 한 끼를 맛볼 수 있다. 이외에도 우거지가 들어가 속이 풀리는 얼큰한 해장국과 황태 국밥, 커다란 전골냄비에 곱창과 각종 양념, 재료가 들어간 곱창전골도 인기가 좋다. 모든 메뉴가 배달과 포장도 가능하다.",,,전라남도 여수시 신월로 592,,"매달 2, 4번째 수요일 정기 휴무",있음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:00~21:00 / 20:30 라스트오더,모듬국밥,얼큰해장국,,,,,,,,,,,,,,,,,,,
